date,volume_in_BTC,volume_in_USDT,funding_rate,close_price,log_returns,30d_vol
2023-02-26,202323.73623,4716158181.22559,5.571e-05,23554.85,0.01703161058168721,0.027310748512224987
2023-02-27,283706.0859,6659785788.329373,5.388666666666667e-05,23492.09,-0.0026679753126395687,0.0273124529361045
2023-02-28,264140.99894,6172930936.037334,3.783e-05,23141.57,-0.015033201397948169,0.026847779381519367
2023-03-01,315287.41737,7441571085.495408,6.728333333333333e-05,23628.97,0.020842934243896633,0.026110672386404032
2023-03-02,239315.45219,5603770010.239548,8.570000000000001e-05,23465.32,-0.006949915104728103,0.026052287891952627
2023-03-03,319954.19785,7167184765.7436495,1.857e-05,22354.34,-0.048503100831987105,0.0270700112253937
2023-03-04,121257.38132,2706422995.680256,2.148666666666667e-05,22346.57,-0.00034764393289772876,0.02702541441522733
2023-03-05,154841.75786,3473011455.1879516,2.0413333333333333e-05,22430.24,0.003737206709584325,0.027042818923256853
2023-03-06,203751.82957,4569102169.185691,4.9760000000000005e-05,22410.0,-0.000902760617454153,0.02703685743088134
2023-03-07,292519.80912,6517594938.246053,2.7263333333333334e-05,22197.96,-0.009506895048812334,0.026920886712508717
2023-03-08,301460.57272,6641171704.242421,5.577666666666667e-05,21705.44,-0.022437472391169118,0.027180815260445097
2023-03-09,443658.28584,9403028764.707773,0.0001,20362.22,-0.06388169730657518,0.02910556682165028
2023-03-10,618456.4671,12344992788.912497,-3.338666666666666e-05,20150.69,-0.010442692083692516,0.02909284861421194
2023-03-11,427831.82133,8651590672.468525,-7.576666666666667e-06,20455.73,0.015024507857790617,0.02784626640991893
2023-03-12,430944.94288,8982418413.80114,1.798666666666667e-05,21997.11,0.07264804225261712,0.030976763511082046
2023-03-13,687889.31259,15824996078.605639,8.670333333333335e-05,24113.48,0.0918599391330703,0.0351528218548493
2023-03-14,699360.93423,17465307097.884075,0.00018284333333333332,24670.41,0.022833529552860565,0.03530557000873479
2023-03-15,581450.72984,14291005743.897852,0.00018751,24285.66,-0.015718497080592527,0.03548378777426434
2023-03-16,439421.32998,10847330151.941006,0.0001,24998.78,0.028940970979109415,0.035672626565917014
2023-03-17,624460.68091,16476681071.24338,7.770333333333335e-05,27395.13,0.0915382366931726,0.03568596620718902
2023-03-18,371238.97174,10135945069.64263,0.0001,26907.49,-0.017960573857961144,0.03522546137272116
2023-03-19,372066.99054,10264707987.594164,0.0001,27972.87,0.03883042537639571,0.03504657764487525
2023-03-20,477378.23373,13300424536.514921,9.693666666666668e-05,27717.01,-0.009188807742989342,0.0351324478535856
2023-03-21,420929.7422,11760492716.33759,3.221333333333334e-05,28105.47,0.013917915171174959,0.034996726987612824
2023-03-22,224113.41296,6272099822.449624,1.8693333333333333e-05,27250.97,-0.030875102511240874,0.035410584302320754
2023-03-23,128649.60818,3591123573.1149583,3.052666666666667e-05,28295.41,0.037610483876124916,0.03576871264483046
2023-03-24,86242.06544,2403443392.0273013,0.0001,27454.47,-0.030170604453767236,0.036228733044880335
2023-03-25,50844.08102,1397227639.2141378,1.3566666666666667e-06,27462.95,0.00030882732901125104,0.0361370688451344
2023-03-26,49671.70353,1380973402.9961205,1.2300000000000024e-06,27968.05,0.01822496367160109,0.03554114362982337
2023-03-27,88039.46898,2407130888.034605,1.6393333333333334e-05,27124.91,-0.030610293346195108,0.0361539887796854
2023-03-28,78602.44341,2124533606.765556,2.4086666666666664e-05,27261.07,0.005007183266062188,0.03608570843134977
2023-03-29,89486.16008,2519887866.2111588,7.724333333333334e-05,28348.6,0.039117969089514086,0.03658763431865239
2023-03-30,98865.43256,2808471938.6424427,4.5826666666666666e-05,28028.53,-0.011354726247076305,0.03651990187476432
2023-03-31,78198.12139,2203253311.777351,4.5486666666666666e-05,28465.36,0.01546498944228887,0.03645964193429703
2023-04-01,30238.44753,860804237.452269,9.613333333333334e-05,28452.73,-0.00044379564413691034,0.036397979755775245
2023-04-02,37365.65692,1053600933.0676805,5.311333333333333e-05,28171.87,-0.009920151427765776,0.03504681452215151
2023-04-03,79180.01405,2214361048.7823668,2.0689999999999997e-05,27800.0,-0.01328794166506373,0.03522856709816227
2023-04-04,49722.55691,1397141464.875036,-2.8806666666666666e-05,28165.47,0.01306073888880465,0.035237370978146526
2023-04-05,60737.64732,1721098539.0660567,5.514e-05,28170.01,0.00016117729039769833,0.03522906359149653
2023-04-06,40118.94963,1122713087.5561826,6.883333333333332e-06,28033.82,-0.0048462984303144436,0.035161120740782766
2023-04-07,24762.09387,691323748.9286413,1.953333333333334e-06,27906.33,-0.004558093631494347,0.034780737689999855
2023-04-08,19479.96735,545324518.6860754,1.3086666666666666e-05,27938.38,0.0011478259451552448,0.03204057558839871
2023-04-09,32531.16101,913915923.6951957,-2.6899999999999997e-06,28323.76,0.013699657615021985,0.03179755157280595
2023-04-10,67754.0622,1955300943.1708305,8.722333333333332e-05,29637.34,0.04533402443678367,0.03239428949048605
2023-04-11,67990.07621,2046078278.0821176,0.0001,30200.42,0.018820778757940998,0.03036713503064415
2023-04-12,62049.48451,1863497606.1415303,6.508000000000001e-05,29888.07,-0.010396427448109471,0.026408369135229922
2023-04-13,51934.11731,1571091101.1299672,7.030666666666667e-05,30373.84,0.01612230751029388,0.026299186423510243
2023-04-14,75984.19452,2323267494.38023,4.435666666666667e-05,30466.93,0.003060121449609667,0.025962797906983488
2023-04-15,25429.81247,772211097.614016,4.493333333333333e-05,30295.09,-0.005656179900882534,0.02574775525375944
2023-04-16,26431.99322,801322926.1525651,9.048e-05,30304.65,0.00031551290745832457,0.02011821981175592
2023-04-17,56441.81127,1675287761.4330356,9.125333333333334e-05,29430.27,-0.029277429572032238,0.02063141955862544
2023-04-18,62004.89434,1861001491.9786973,3.648333333333333e-05,30380.01,0.031761089816271876,0.020244662331136337
2023-04-19,86575.48656,2541283888.303447,5.383333333333334e-05,28797.1,-0.053510138704066394,0.022623515275273412
2023-04-20,76879.09372,2198854031.424746,6.048333333333333e-05,28243.65,-0.01940603406257386,0.022798727668049548
2023-04-21,77684.7679,2164667611.9354606,8.765666666666667e-05,27262.84,-0.03534405077145466,0.02302203063779413
2023-04-22,36023.69686,989379475.3218232,6.316e-05,27816.85,0.02011734939753183,0.0222453945158882
2023-04-23,34812.09581,959389698.7572551,2.504333333333333e-05,27590.6,-0.008166817188415205,0.02158877787226097
2023-04-24,53111.56874,1458406515.6404214,3.667666666666667e-05,27510.93,-0.002891754748673293,0.02159594897549288
2023-04-25,52325.14637,1446329375.242731,6.737666666666667e-05,28300.79,0.028306339200071688,0.021963687831713558
2023-04-26,129228.40403,3719701461.9091635,5.344e-05,28415.29,0.004037661120266265,0.021173895716766866
2023-04-27,95430.82431,2784859692.3646197,3.850666666666667e-05,29472.77,0.0365394056503652,0.02211326518476517
2023-04-28,54298.16578,1590683771.6681979,8.158666666666667e-05,29311.7,-0.005480032501360423,0.021047028638508485
2023-04-29,20466.83058,599466910.0466621,4.871333333333333e-05,29230.45,-0.0027757795765594477,0.020929734024659453
2023-04-30,39752.5372,1172155267.8761897,4.2369999999999996e-05,29233.21,9.441762633578723e-05,0.020760998290926872
2023-05-01,64433.65958,1828221138.9544399,-1.1230000000000004e-05,28068.26,-0.040665991207925405,0.02210517576740525
2023-05-02,50824.5224,1441733922.0116444,2.769e-05,28669.86,0.021206996165195773,0.022374390719029934
2023-05-03,64615.79213,1845961218.8432436,6.568e-05,29026.16,0.012351095602062214,0.022315840242405027
2023-05-04,42575.47501,1233816136.1606576,8.102000000000001e-05,28838.16,-0.006497982228264741,0.022250202126515385
2023-05-05,58415.83048,1709786814.901134,7.396e-05,29505.61,0.02288090465334252,0.02261188815664839
2023-05-06,49249.28459,1429517892.780502,0.0001,28848.2,-0.02253281543081646,0.023011286621305475
2023-05-07,30003.41028,865838535.326382,4.804666666666667e-05,28430.1,-0.01459915625864984,0.023166732584142258
2023-05-08,68244.36179,1903052694.6684127,1.6763333333333333e-05,27668.79,-0.027143379896367045,0.02371385798583809
2023-05-09,40113.31069,1106923908.305847,4.109666666666666e-05,27628.27,-0.0014655392981985705,0.02356580130439445
2023-05-10,71155.11355,1971173412.435502,4.109666666666666e-05,27598.75,-0.0010690420309266652,0.021895005728237698
2023-05-11,47635.31365,1295799109.011004,4.5763333333333336e-05,26968.62,-0.0230965139643067,0.021833111311883452
2023-05-12,67207.93494,1777052127.731093,3.453e-05,26795.01,-0.00645829172740886,0.02180373238988783
2023-05-13,22814.90421,612062852.0866882,3.2896666666666666e-05,26775.28,-0.0007366023552270455,0.02149180863662732
2023-05-14,21594.8036,580801698.0002693,2.763666666666667e-05,26917.62,0.005302016968638717,0.021521812577845252
2023-05-15,40430.08333,1104633264.131574,8.803333333333334e-06,27162.14,0.0090430011641092,0.02165276294320817
2023-05-16,33270.45451,900273404.6010331,5.875e-05,27033.84,-0.004734677357132959,0.021640588604610576
2023-05-17,42958.97785,1159714527.6352634,6.627333333333333e-05,27405.61,0.013658322391184448,0.021315355969751613
2023-05-18,49198.65143,1330745572.6946373,9.447333333333334e-05,26821.28,-0.021552134669642054,0.020580909912044313
2023-05-19,28754.13544,772864757.1633048,3.6683333333333335e-05,26880.26,0.002196585934586688,0.018368251887329674
2023-05-20,14434.54718,389225653.7451669,2.3063333333333337e-05,27102.43,0.008231203535191795,0.01817254506955405
2023-05-21,21347.87279,575213570.2794422,5.7029999999999994e-05,26747.78,-0.013171912518513606,0.017166404012889137
2023-05-22,26458.83828,709594996.7242744,2.6663333333333333e-05,26849.27,0.0037871532594394926,0.016739235818885524
2023-05-23,38700.83858,1054565781.6023751,0.0001,27219.61,0.01369903691712277,0.016899802321525447
2023-05-24,54393.0657,1442636235.4543552,5.476333333333333e-05,26329.01,-0.03326629631528951,0.017929568862688365
2023-05-25,37435.44895,984117789.7017612,8.606666666666667e-05,26473.79,0.005483813844004058,0.017087263531911482
2023-05-26,35061.18713,932817724.59401,8.178666666666667e-05,26705.92,0.008730076726596555,0.017167849522481623
2023-05-27,15095.6867,403337263.0344908,7.690666666666667e-05,26854.27,0.005539576292267746,0.01562780760980991
2023-05-28,43916.00855,1205762341.9704952,9.96e-05,28065.0,0.04409840842612671,0.017833378753376188
2023-05-29,42385.41945,1182678581.634669,0.0001,27736.4,-0.011777618425209708,0.01793193581851931
2023-05-30,32686.75371,908653906.0072742,6.361333333333334e-05,27694.4,-0.0015154032789555,0.017928638079539354
2023-05-31,46588.80573,1265952178.7798684,5.024333333333334e-05,27210.35,-0.017632811059524262,0.016654904677656637
2023-06-01,39217.8088,1055132509.8658342,7.245666666666667e-05,26817.93,-0.014526721963616974,0.016283020159359316
2023-06-02,36380.90269,983857061.6408418,7.994e-05,27242.59,0.015710863858149307,0.0163978843863853
2023-06-03,16595.34117,450588672.4704081,7.662e-05,27069.22,-0.0063842684993772065,0.01639684913924811
2023-06-04,19258.41049,523747237.4389696,8.283333333333335e-05,27115.21,0.0016975360281114345,0.015725922187571344
2023-06-05,65805.60305,1722665798.0920303,9.131333333333332e-05,25728.2,-0.05250715845555731,0.01783287623630415
2023-06-06,68392.60438,1797636024.0812125,-1.9719999999999998e-05,27230.08,0.05673457801927024,0.020846496982991458
2023-06-07,59619.44364,1589291467.5372329,8.001666666666667e-05,26339.34,-0.03325860556385626,0.02113443026326819
2023-06-08,31075.51083,823023638.236875,4.201666666666667e-05,26498.61,0.00602863973269374,0.02118081950987542
2023-06-09,27934.7097,741158215.0539023,6.302666666666667e-05,26477.81,-0.0007852550651334101,0.021181031893345442
2023-06-10,64944.60108,1673795235.4008923,4.9909999999999995e-05,25841.21,-0.024336519277700846,0.021226029522052027
2023-06-11,30014.29595,776111471.8669971,4.5239999999999994e-05,25925.55,0.003258464490493794,0.021220686913115412
2023-06-12,29900.50893,773303698.8633221,5.116333333333333e-05,25905.19,-0.0007856342026842933,0.021220659882968125
2023-06-13,41065.60853,1068985236.5126554,7.561e-05,25934.25,0.0011211542039807445,0.021190865680025404
2023-06-14,45077.31608,1152808416.919793,2.9383333333333334e-05,25128.6,-0.03155784923802867,0.021799217130522002
2023-06-15,48664.86063,1224436974.8502872,3.205e-05,25598.49,0.018526725673652867,0.022131606616212964
2023-06-16,51596.91662,1335158158.639614,1.6626666666666664e-05,26345.0,0.028745138290379006,0.022660500552485183
2023-06-17,27842.2195,738491809.8811625,9.137e-05,26516.99,0.006507155969033793,0.022373696555805754
2023-06-18,21538.31022,571013013.8553362,6.214666666666667e-05,26339.97,-0.006698102267960423,0.0223972929185939
2023-06-19,35872.65974,954193987.2948112,5.7090000000000004e-05,26844.35,0.0189678131440085,0.022629123308513962
2023-06-20,69666.95525,1912797983.5310054,4.35e-06,28307.99,0.05308872645011515,0.024488610651278622
2023-06-21,108926.40412,3210301129.366291,6.282e-05,29993.89,0.057849597296170514,0.026536603552378215
2023-06-22,59054.5646,1775822103.7632556,9.745333333333334e-05,29884.92,-0.0036396889082070654,0.026499924940600394
2023-06-23,73931.89635,2265077496.195469,0.0001,30688.5,0.026533986237444202,0.02591159810678535
2023-06-24,30513.30135,933244397.7040021,0.0001,30527.43,-0.005262367873937984,0.025980399623021098
2023-06-25,30223.44801,926316644.4167665,0.0001,30462.66,-0.002123952410926466,0.025998617730683245
2023-06-26,45180.41489,1367837657.5451825,0.0001,30267.99,-0.00641095284669021,0.026071802410428148
2023-06-27,42699.64157,1306206257.0193572,0.0001,30692.44,0.013925651745678577,0.02503242390611761
2023-06-28,40463.51937,1224103637.6132562,7.966666666666667e-05,30077.41,-0.020241978544881276,0.025251276858005385
2023-06-29,36330.62903,1107940389.9242406,8.624666666666668e-05,30447.31,0.012223257058951633,0.025296713204775133
2023-06-30,89419.07618,2726355505.5063505,0.0001,30472.0,0.0008105804662547625,0.024996322132150826
2023-07-01,17501.75075,533859338.1325383,0.0001,30585.9,0.0037308892745919983,0.024756505765603287
2023-07-02,23286.41019,711031423.4334425,0.0001,30617.03,0.001017271646457164,0.024669849338733205
2023-07-03,43761.64311,1352635339.5043936,0.0001,31156.2,0.01745687224902878,0.024711351816177028
2023-07-04,33206.11943,1028794008.5245212,0.0001,30766.51,-0.012586501609656327,0.02490777324711251
2023-07-05,33215.67122,1013694790.3170501,0.0001,30504.81,-0.008542384639438915,0.02264629183234399
2023-07-06,71319.6261,2181763648.99527,6.404e-05,29895.43,-0.02017875019166179,0.02095740195744213
2023-07-07,34070.53895,1027461795.2332091,1.4203333333333332e-05,30344.7,0.014916247025860701,0.019893034533915145
2023-07-08,13094.59042,395759717.5724278,2.6913333333333335e-05,30284.63,-0.0019815498424806542,0.019928569877516376
2023-07-09,15388.50196,465781514.2589476,6.227e-05,30160.71,-0.004100239112277894,0.0199677602482136
2023-07-10,41262.87652,1254289037.7420728,1.8876666666666665e-05,30411.57,0.008283044133908972,0.019226685040501467
2023-07-11,28476.83311,868966244.2412692,6.743e-05,30622.1,0.006898842392956891,0.01922400510502865
2023-07-12,38108.99669,1166497472.433173,6.0566666666666664e-05,30380.0,-0.007937473335964864,0.019349215590827067
2023-07-13,70772.51836,2194927210.224416,1.838e-05,31454.23,0.034748976139702924,0.020059130207134623
2023-07-14,60749.48424,1869443273.7476244,0.0001,30312.01,-0.03698946968873567,0.02043484824134808
2023-07-15,14118.55329,427921094.3021783,-4.406666666666667e-06,30289.52,-0.0007422255191403193,0.020338304665025675
2023-07-16,15760.1281,477189328.0072937,4.782666666666667e-05,30231.99,-0.0019011428276580337,0.019901103838095485
2023-07-17,30882.76839,929647644.243343,5.1080000000000006e-05,30138.0,-0.0031138012758330853,0.01994656809173903
2023-07-18,30003.8601,897157095.4774112,6.0860000000000003e-05,29859.13,-0.00929617827722886,0.020001380632636463
2023-07-19,25657.36137,769254865.2851151,7.638000000000001e-05,29909.21,0.0016758040032582482,0.019808766451519275
2023-07-20,37540.68193,1125950643.7116494,5.952e-05,29800.0,-0.00365806621063334,0.017494684331192705
2023-07-21,23881.40865,713123417.7612139,2.457e-05,29901.72,0.0034076103143899864,0.013931505610963013
2023-07-22,14660.40467,437785700.3396102,1.1053333333333333e-05,29794.0,-0.0036089728683473903,0.013931237821237851
2023-07-23,18292.78637,548940321.0915866,7.426666666666666e-05,30083.75,0.009678127907075769,0.013137234974681123
2023-07-24,39628.99691,1162562413.8190155,8.112666666666668e-05,29176.5,-0.030621568131757492,0.014215005383899401
2023-07-25,21565.7478,629531351.1145664,8.026666666666666e-05,29228.91,0.0017946972401168204,0.014227156246510646
2023-07-26,33931.63366,995569172.1396836,8.406333333333333e-05,29351.96,0.004201036310069169,0.014229632614460174
2023-07-27,22476.47626,659594157.3443576,3.2806666666666665e-05,29222.78,-0.004410782171051959,0.013956518276793822
2023-07-28,23993.61627,702705076.837866,7.016e-05,29314.14,0.0031214513568593983,0.013527729658849887
2023-07-29,10851.36844,318276733.8766431,7.365666666666667e-05,29352.9,0.0013213554199944793,0.01330890172108728
2023-07-30,15706.97441,459830379.6509824,6.022666666666667e-05,29281.09,-0.002449433712539638,0.013305056998500207
2023-07-31,22605.48964,663025204.2072346,5.99e-05,29232.25,-0.0016693633056041337,0.013270727852172698
2023-08-01,44719.65162,1299160215.077924,7.689333333333333e-05,29705.99,0.016076157104390566,0.013648983248833934
2023-08-02,48181.65141,1419729744.649752,0.0001,29186.01,-0.017659224099430867,0.013516057259832286
2023-08-03,26476.91994,773302705.4947629,0.0001,29193.64,0.0002613924558795061,0.013377706451350667
2023-08-04,23551.95217,686643453.3930904,9.372e-05,29113.99,-0.002732062666357572,0.013317891977907241
2023-08-05,11645.52018,338478560.1218247,8.060333333333333e-05,29072.13,-0.0014388313646510047,0.012845371994562142
2023-08-06,13178.1972,383209498.8777505,0.0001,29088.42,0.0005601735343276643,0.012497346620950657
2023-08-07,30966.87746,899492595.6812717,9.223e-05,29211.06,0.004207247848642796,0.012538587416467423
2023-08-08,45700.53392,1352934531.6659672,8.360000000000001e-05,29770.42,0.01896787840738051,0.013051629508703495
2023-08-09,38003.88725,1130396850.0974114,8.838e-05,29581.99,-0.006349552885029144,0.012987887035594812
2023-08-10,23463.45373,692863472.0877249,9.425666666666667e-05,29455.75,-0.004276592986209428,0.012915905357578732
2023-08-11,20637.0443,607176051.3015367,9.041000000000001e-05,29426.03,-0.0010094804377126705,0.01285482461795683
2023-08-12,8971.48068,263949405.5434029,9.768333333333333e-05,29430.17,0.0001406818655240356,0.010940499689173837
2023-08-13,11101.70947,326264625.2296824,8.212333333333333e-05,29303.84,-0.004301773191170979,0.00877054975785886
2023-08-14,31443.11532,924613476.681799,0.0001,29430.93,0.0043275966976988696,0.008826892236983519
2023-08-15,27503.87691,806683957.3100156,0.0001,29200.0,-0.0078774528796102,0.008915889178881219
2023-08-16,32996.69854,959870747.0063142,0.0001,28730.51,-0.016209084961303622,0.009326085310108463
2023-08-17,100271.54033,2755821274.340605,0.0001,26623.41,-0.07616872037641167,0.01647910779018403
2023-08-18,69790.65711,1834219523.699404,5.04e-05,26054.0,-0.021619596661148415,0.016757547435967714
2023-08-19,26160.75343,680623880.8247554,-1.9606666666666666e-05,26100.01,0.0017643901949644589,0.016797252295611756
2023-08-20,19056.91209,497880752.2301158,-2.542e-05,26189.99,0.003441579224086804,0.016797799219723308
2023-08-21,30267.24233,788205156.3215925,-1.2e-05,26126.92,-0.0024110762869472635,0.016801211968314956
2023-08-22,34247.06688,886782344.1602929,2.706666666666667e-06,26056.0,-0.0027181324335439115,0.016594762867670983
2023-08-23,44023.69978,1156326251.922411,9.886666666666666e-06,26432.72,0.01435456870308414,0.016207837469030276
2023-08-24,30205.22116,792966965.8982658,1.528e-05,26180.05,-0.009604966342235453,0.016218095952160266
2023-08-25,27753.33772,722611079.1898074,2.4536666666666665e-05,26060.01,-0.004595714908301547,0.016150222814344077
2023-08-26,10022.22322,261041530.4758038,3.75e-05,26017.37,-0.0016375635459644805,0.016155520519743016
2023-08-27,12099.64216,315548363.0193776,1.7690000000000002e-05,26101.77,0.00323873624067934,0.016157285527567282
2023-08-28,22692.62655,591008939.17657,2.851e-05,26120.0,0.000698176287035663,0.016150781862111007
2023-08-29,74251.99488,2023326050.758479,-2.1136666666666664e-05,27716.34,0.059320826564098275,0.019853681802933346
2023-08-30,35448.25848,969086451.1625257,4.847666666666666e-05,27299.99,-0.0151357950818478,0.020001592646738623
2023-08-31,51032.80401,1360373186.0116708,5.9576666666666675e-05,25940.78,-0.05107008806335594,0.02157196948924779
2023-09-01,41032.15056,1059444591.7097493,4.935e-05,25805.05,-0.005246038619321044,0.021429790699442706
2023-09-02,16250.77698,419812969.9468598,1.639e-05,25869.51,0.0024948459526167835,0.021449349869455223
2023-09-03,17474.47667,453100690.1021077,2.6546666666666668e-05,25971.21,0.003923561650647033,0.021497598356480498
2023-09-04,21777.59609,563532890.5699993,1.0333333333333333e-05,25826.02,-0.005606105973525642,0.021495227532461227
2023-09-05,21323.39337,548893707.6002005,1.798e-05,25792.1,-0.0013142673496244822,0.02148439731308649
2023-09-06,27262.52386,700763180.8011677,3.6966666666666667e-06,25759.95,-0.0012472832474370724,0.021435491382867534
2023-09-07,27687.49567,718923008.9071183,4.879e-05,26255.0,0.019035486849342184,0.02143801353687545
2023-09-08,28999.76471,754184537.1096923,-9.013333333333332e-06,25910.5,-0.01320815513349337,0.0214983388041735
2023-09-09,10980.62277,284109473.8075783,-1.337e-05,25901.61,-0.0003431630206622342,0.0215112169808473
2023-09-10,18738.26914,483577459.2055345,1.9433333333333332e-05,25841.61,-0.0023191454606873935,0.02150566616290787
2023-09-11,41682.32,1057371884.6697066,1.1203333333333333e-05,25162.52,-0.02663039767580389,0.021866175246855125
2023-09-12,56434.38537,1464393036.9616623,1.551e-05,25840.1,0.02657196307677719,0.02262437281389984
2023-09-13,31610.82753,825437881.4687591,2.2336666666666666e-05,26222.0,0.014671204201257093,0.02283652330563611
2023-09-14,38333.1725,1015267319.7730227,-2.863333333333335e-06,26522.73,0.011403348118842957,0.022990014409209534
2023-09-15,26227.29369,695203258.0004445,1.3863333333333333e-05,26600.0,0.0029091145916004006,0.022881852419579688
2023-09-16,13960.93351,370889866.4592735,-2.9540000000000002e-05,26559.67,-0.0015173159554027868,0.018177396541618988
2023-09-17,12998.10277,344703727.5601071,8.96e-06,26527.51,-0.0012115920994153866,0.017719611109129188
2023-09-18,43000.43256,1158780347.625305,-2.2343333333333333e-05,26762.51,0.008819719840065637,0.01778230181526283
2023-09-19,36190.52187,981539255.55962,-4.2000000000000004e-06,27210.26,0.01659208048714994,0.01800939407017076
2023-09-20,34207.21867,927206075.9626273,-2.460666666666667e-05,27125.0,-0.003138296199427117,0.01801501362088954
2023-09-21,34476.82662,920768143.3513128,3.901e-05,26568.08,-0.020745316649489014,0.018447393522822503
2023-09-22,18198.2292,484331618.9485319,1.0359999999999997e-05,26580.14,0.0004538251782273123,0.018264938095529995
2023-09-23,9440.7026,250873957.3886738,2.8136666666666668e-05,26575.96,-0.0001572726369548166,0.01817152186403186
2023-09-24,15706.65771,416368301.3736848,2.0719999999999995e-05,26248.38,-0.01240277490489352,0.01830244989859369
2023-09-25,26266.2039,688252596.3809944,4.0323333333333334e-05,26304.81,0.002147539347757194,0.018302106347917395
2023-09-26,18495.35066,485217905.0421048,1.6699999999999982e-06,26221.67,-0.0031656440496646743,0.018304796495774607
2023-09-27,34771.57978,918797815.048481,5.1319999999999997e-05,26372.99,0.005754212215801185,0.01833324496574942
2023-09-28,44517.83491,1193420040.1309185,-1.8796666666666666e-05,27021.39,0.024288394222757907,0.015312488550285244
2023-09-29,28478.76219,767827314.9319088,-1.995e-05,26906.96,-0.0042437853832940535,0.015089501641478311
2023-09-30,12804.62307,345406056.6806953,1.344e-05,26962.56,0.002064247824862265,0.011680318446769524
2023-10-01,24602.81468,674657121.9944204,-8.623333333333333e-06,27992.57,0.03748988079317705,0.013343588401038456
2023-10-02,57071.14241,1600944483.4902065,1.694e-05,27494.51,-0.017952769440012815,0.013867041106814216
2023-10-03,28928.96555,794301815.426502,2.7796666666666668e-05,27426.46,-0.0024781075361443865,0.013886151054794191
2023-10-04,29816.142,820421385.2557853,3.124666666666667e-05,27778.57,0.012756619276586195,0.013952199026387281
2023-10-05,30681.49619,849415594.0472504,-3.459e-05,27410.39,-0.013342721522066095,0.014233489084852662
2023-10-06,37983.24277,1052864393.8176135,-9.396666666666666e-06,27931.09,0.018818266735082634,0.014542352234604004
2023-10-07,13348.83825,372820279.523143,2.3520000000000002e-05,27956.67,0.0009154062279922295,0.01421293122127091
2023-10-08,19693.56921,549839951.4800811,2.1503333333333335e-05,27917.05,-0.0014181982742726472,0.013935538012801039
2023-10-09,31534.74639,870014634.3621609,5.115e-05,27590.12,-0.011779875664382407,0.01417006993514821
2023-10-10,22776.84383,626258724.2775784,4.263666666666667e-05,27390.12,-0.007275373195296091,0.014252085111542245
2023-10-11,37349.44706,1007065585.9346406,6.855666666666667e-05,26875.52,-0.01896652932854734,0.013783292404558403
2023-10-12,23428.64112,626909068.3868717,6.655e-05,26759.63,-0.004321426540286491,0.013032890153385693
2023-10-13,24115.76499,647553796.3580662,2.2196666666666667e-05,26862.0,0.0038182399293200187,0.012793504073217223
2023-10-14,10417.25576,280059019.0534013,1.5906666666666665e-05,26852.48,-0.0003544668067039467,0.01263673015363633
